list_date,price_reduced_amount,location,matterport,state,city,year_built,baths_3qtr,sold_price,baths_full,baths_half,lot_sqft,sqft,baths,sub_type,baths_1qtr,garage,stories,beds,type,brand_name,'baseball'],'basement','basement'],'basketball','basketball'],'basketball_court','beach','beach'],'beautiful_backyard','beautiful_backyard'],'big_bathroom','big_bathroom'],'big_lot','big_lot'],'big_yard','big_yard'],'boat_dock','cathedral_ceiling','central_air','central_heat','city_view','clubhouse','clubhouse'],'coffer_ceiling','coffer_ceiling'],'community_boat_facilities','community_center','community_center'],'community_clubhouse','community_elevator','community_golf','community_gym','community_horse_facilities','community_outdoor_space','community_park','community_security_features','community_spa_or_hot_tub','community_swimming_pool','community_tennis_court','corner_lot','corner_lot'],'courtyard_entry','cul_de_sac','den_or_office','detached_guest_house','dining_room','disability_features','dishwasher','dual_master_bedroom','efficient','efficient'],'elevator','elevator'],'energy_efficient','ensuite','ensuite'],'exposed_brick','exposed_brick'],'family_room','farm','farm'],'fenced_courtyard','fenced_yard','fenced_yard'],'fireplace','first_floor_master_bedroom','first_floor_master_bedroom'],'fixer_upper'],'floor_plan','floor_plan'],'forced_air','forced_air'],'front_porch','front_porch'],'fruit_trees','fruit_trees'],'furniture','furniture'],'game_room','garage_1_or_more','garage_1_or_more'],'garage_2_or_more','garage_2_or_more'],'garage_3_or_more','garage_3_or_more'],'gated_community','golf_course','golf_course'],'golf_course_lot_or_frontage','golf_course_view','gourmet_kitchen','gourmet_kitchen'],'granite_kitchen','granite_kitchen'],'greenbelt','greenbelt'],'greenhouse'],'groundscare','groundscare'],'guest_house','guest_parking','handicap_access','handicap_access'],'hardwood_floors','high_ceiling','high_ceiling'],'hill_or_mountain_view','hoa','hoa'],'horse_facilities','indoor_basketball_court','investment_opportunity','investment_opportunity'],'jack_and_jill_bathroom','jack_and_jill_bathroom'],'kitchen_island','lake','lake'],'lake_view','large_kitchen','large_kitchen'],'large_porch','large_porch'],'laundry_room','library','library'],'low_hoa','maintenance','maintenance'],'marina','marina'],'master_bathroom','master_bathroom'],'master_bedroom','master_bedroom'],'master_suite','master_suite'],'media_room','medicalcare','medicalcare'],'modern_kitchen','modern_kitchen'],'mountain_view','mountain_view'],'new_roof','new_roof'],'no_hoa','no_hoa'],'ocean_view','open_floor_plan','open_house','open_house'],'open_kitchen','outbuilding','outbuilding'],'outdoor_kitchen','park','park'],'pets_allowed','playground','playground'],'pond','pond'],'private_backyard','private_backyard'],'private_bathroom','private_bathroom'],'private_courtyard','private_courtyard'],'private_parking','private_parking'],'ranch','ranch'],'recreation_facilities','rental_property','rental_property'],'river_access','river_access'],'river_view','rv_or_boat_parking','rv_parking','rv_parking'],'screen_porch','security','security'],'senior_community','senior_community'],'shopping','shopping'],'single_story','single_story'],'smart_homes','smart_homes'],'soccer','solar_panels','solar_panels'],'solar_system','solar_system'],'spa_or_hot_tub','storm_shelter','storm_shelter'],'swimming_pool','tennis','tennis'],'tennis_court','theater_room','trails','trails'],'two_kitchen','two_master_suites','two_or_more_stories','two_or_more_stories'],'updated_kitchen','updated_kitchen'],'vaulted_ceiling','vaulted_ceiling'],'view','view'],'views','views'],'volleyball','washer_dryer','washer_dryer'],'water_view','water_view'],'waterfront','waterfront'],'well_water','well_water'],'white_kitchen','wine_cellar','wooded_land','wrap_around_porch',['basement',['basement'],['big_lot',['big_lot'],['carport',['central_air',['central_heat',['city_view',['community_boat_facilities',['community_clubhouse',['community_golf',['community_gym',['community_outdoor_space',['community_park',['community_security_features',['community_tennis_court',['corner_lot',['corner_lot'],['cul_de_sac',['den_or_office',['dining_room',['disability_features',['dishwasher',['energy_efficient',['family_room',['farm',['fenced_yard',['fireplace',['forced_air',['forced_air'],['front_porch',['garage_1_or_more',['garage_1_or_more'],['hardwood_floors',['hill_or_mountain_view',['horse_facilities',['investment_opportunity'],['lake_view',['laundry_room',['master_bedroom',['outbuilding',['pets_allowed',['pets_allowed'],['recreation_facilities',['rental_property',['rental_property'],['river_view',['single_story',['single_story'],['two_or_more_stories',['two_or_more_stories'],['view',['washer_dryer',['wooded_land',agent,mls,has_primary_photo,American_Indian_and_Alaska_Native,Asian,Black_or_African-American,Hispanic_or_Latino,White,State,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born,Average Household Size
12-06-2023,,"{'address': {'postal_code': '32312', 'state': 'Florida', 'coordinate': {'lon': -84.23438, 'lat': 30.536885}, 'city': 'Tallahassee', 'state_code': 'FL', 'line': '4987 Hollystone Ln'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4987%20Hollystone%20Ln%2C%20Tallahassee%2C%20FL%2032312&size=640x480&source=outdoor&signature=mOXYb5qMqhzcwUfs5gWwrvquKnc=', 'county': {'fips_code': '12073', 'name': 'Leon'}}",False,FL,Tallahassee,2009.0,0.0,490000.0,2.0,1.0,8276.0,2521.0,3.0,other,0.0,2.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1368.0,10035.0,69135.0,13538.0,112800.0,Florida,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38
12-09-2023,,"{'address': {'postal_code': '32311', 'state': 'Florida', 'coordinate': {'lon': -84.216041, 'lat': 30.425036}, 'city': 'Tallahassee', 'state_code': 'FL', 'line': '1427 Idlewild Dr'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1427%20Idlewild%20Dr%2C%20Tallahassee%2C%20FL%2032311&size=640x480&source=outdoor&signature=F0KoTjo_mxDZItjaaaEjdRKc-rM=', 'county': {'fips_code': '12073', 'name': 'Leon'}}",False,FL,Tallahassee,1994.0,0.0,211000.0,2.0,0.0,6098.0,1054.0,2.0,other,0.0,0.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1368.0,10035.0,69135.0,13538.0,112800.0,Florida,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38
12-01-2023,,"{'address': {'postal_code': '32303', 'state': 'Florida', 'coordinate': {'lon': -84.278765, 'lat': 30.449312}, 'city': 'Tallahassee', 'state_code': 'FL', 'line': '710 N Gadsden St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=710%20N%20Gadsden%20St%2C%20Tallahassee%2C%20FL%2032303&size=640x480&source=outdoor&signature=BJVSiOhju7jD0w9BP1T1Aet8qwI=', 'county': {'fips_code': '12073', 'name': 'Leon'}}",False,FL,Tallahassee,1967.0,0.0,200000.0,1.0,1.0,,1024.0,2.0,condo,0.0,0.0,2.0,2.0,condos,basic_opt_in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1368.0,10035.0,69135.0,13538.0,112800.0,Florida,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38
12-09-2023,,"{'address': {'postal_code': '32303', 'state': 'Florida', 'coordinate': {'lon': -84.270022, 'lat': 30.456138}, 'city': 'Tallahassee', 'state_code': 'FL', 'line': '1218 Terrace St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1218%20Terrace%20St%2C%20Tallahassee%2C%20FL%2032303&size=640x480&source=outdoor&signature=gpvXjVdpbGizi-pNMXb7z0t2OYY=', 'county': {'fips_code': '12073', 'name': 'Leon'}}",False,FL,Tallahassee,1982.0,0.0,284900.0,2.0,1.0,3920.0,1792.0,3.0,townhouse,0.0,0.0,2.0,3.0,townhomes,basic_opt_in,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1368.0,10035.0,69135.0,13538.0,112800.0,Florida,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38
11-05-2023,,"{'address': {'postal_code': '32310', 'state': 'Florida', 'coordinate': {'lon': -84.627507, 'lat': 30.400488}, 'city': 'Tallahassee', 'state_code': 'FL', 'line': '24248 Lanier St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=24248%20Lanier%20St%2C%20Tallahassee%2C%20FL%2032310&size=640x480&source=outdoor&signature=vosE_vZ8TLysMQdm4illkX17L7o=', 'county': {'fips_code': '12073', 'name': 'Leon'}}",False,FL,Tallahassee,1955.0,0.0,415000.0,2.0,0.0,10454.0,1296.0,2.0,other,0.0,0.0,2.0,2.0,single_family,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1368.0,10035.0,69135.0,13538.0,112800.0,Florida,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38
12-13-2023,,"{'address': {'postal_code': '32305', 'state': 'Florida', 'coordinate': {'lon': -84.278394, 'lat': 30.322251}, 'city': 'Tallahassee', 'state_code': 'FL', 'line': '8737 Celia Rd'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8737%20Celia%20Rd%2C%20Tallahassee%2C%20FL%2032305&size=640x480&source=outdoor&signature=yAsSDCLz1ZOs0d4gIFnvfrud624=', 'county': {'fips_code': '12073', 'name': 'Leon'}}",False,FL,Tallahassee,1997.0,0.0,194628.0,2.0,0.0,41382.0,1222.0,2.0,other,0.0,2.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1368.0,10035.0,69135.0,13538.0,112800.0,Florida,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38
11-30-2023,,"{'address': {'postal_code': '32309', 'state': 'Florida', 'coordinate': {'lon': -84.202594, 'lat': 30.520298}, 'city': 'Tallahassee', 'state_code': 'FL', 'line': '3236 Shamrock St E'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3236%20Shamrock%20St%20E%2C%20Tallahassee%2C%20FL%2032309&size=640x480&source=outdoor&signature=Zpd7ACGfZ-f77T2YGeDoi5uORFQ=', 'county': {'fips_code': '12073', 'name': 'Leon'}}",False,FL,Tallahassee,1988.0,0.0,520000.0,2.0,0.0,23958.0,2584.0,2.0,other,0.0,2.0,1.0,4.0,single_family,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1368.0,10035.0,69135.0,13538.0,112800.0,Florida,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38
08-31-2023,16500.0,"{'address': {'postal_code': '32305', 'state': 'Florida', 'coordinate': {'lon': -84.254099, 'lat': 30.311628}, 'city': 'Tallahassee', 'state_code': 'FL', 'line': '9323 Elgin Rd'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=9323%20Elgin%20Rd%2C%20Tallahassee%2C%20FL%2032305&size=640x480&source=outdoor&signature=bBEwwKPWndzpf2YCbADJkUTIXvk=', 'county': {'fips_code': '12073', 'name': 'Leon'}}",False,FL,Tallahassee,1963.0,0.0,68000.0,2.0,0.0,55757.0,1116.0,2.0,other,0.0,0.0,1.0,2.0,single_family,essentials,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1368.0,10035.0,69135.0,13538.0,112800.0,Florida,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38
12-12-2023,,"{'address': {'postal_code': '32304', 'state': 'Florida', 'coordinate': {'lon': -84.316705, 'lat': 30.454119}, 'city': 'Tallahassee', 'state_code': 'FL', 'line': '1145 Ocala Rd'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1145%20Ocala%20Rd%2C%20Tallahassee%2C%20FL%2032304&size=640x480&source=outdoor&signature=UPHwRubzD5q0lrR_ZrP6scJMIR4=', 'county': {'fips_code': '12073', 'name': 'Leon'}}",False,FL,Tallahassee,1984.0,0.0,145000.0,2.0,0.0,3485.0,928.0,2.0,townhouse,0.0,0.0,2.0,2.0,townhomes,basic_opt_in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1368.0,10035.0,69135.0,13538.0,112800.0,Florida,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38
12-07-2023,,"{'address': {'postal_code': '32311', 'state': 'Florida', 'coordinate': {'lon': -84.199628, 'lat': 30.436991}, 'city': 'Tallahassee', 'state_code': 'FL', 'line': '1047 Kingdom Dr'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1047%20Kingdom%20Dr%2C%20Tallahassee%2C%20FL%2032311&size=640x480&source=outdoor&signature=BCT9rk4Qq2OKxQTF2Mf2nToNMHs=', 'county': {'fips_code': '12073', 'name': 'Leon'}}",False,FL,Tallahassee,2001.0,0.0,350000.0,2.0,0.0,4792.0,1648.0,2.0,townhouse,0.0,2.0,1.0,3.0,townhomes,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1368.0,10035.0,69135.0,13538.0,112800.0,Florida,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38
11-30-2023,10000.0,"{'address': {'postal_code': '32309', 'state': 'Florida', 'coordinate': {'lon': -84.197175, 'lat': 30.525512}, 'city': 'Tallahassee', 'state_code': 'FL', 'line': '3213 Storrington Dr'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3213%20Storrington%20Dr%2C%20Tallahassee%2C%20FL%2032309&size=640x480&source=outdoor&signature=0Oj4Y-QnibZPL_grm9wvS8_D-GM=', 'county': {'fips_code': '12073', 'name': 'Leon'}}",False,FL,Tallahassee,1977.0,0.0,169500.0,2.0,0.0,19166.0,1512.0,2.0,other,0.0,2.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,1368.0,10035.0,69135.0,13538.0,112800.0,Florida,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38
