list_date,price_reduced_amount,location,matterport,state,city,year_built,baths_3qtr,sold_price,baths_full,baths_half,lot_sqft,sqft,baths,sub_type,baths_1qtr,garage,stories,beds,type,brand_name,'baseball'],'basement','basement'],'basketball','basketball'],'basketball_court','beach','beach'],'beautiful_backyard','beautiful_backyard'],'big_bathroom','big_bathroom'],'big_lot','big_lot'],'big_yard','big_yard'],'boat_dock','cathedral_ceiling','central_air','central_heat','city_view','clubhouse','clubhouse'],'coffer_ceiling','coffer_ceiling'],'community_boat_facilities','community_center','community_center'],'community_clubhouse','community_elevator','community_golf','community_gym','community_horse_facilities','community_outdoor_space','community_park','community_security_features','community_spa_or_hot_tub','community_swimming_pool','community_tennis_court','corner_lot','corner_lot'],'courtyard_entry','cul_de_sac','den_or_office','detached_guest_house','dining_room','disability_features','dishwasher','dual_master_bedroom','efficient','efficient'],'elevator','elevator'],'energy_efficient','ensuite','ensuite'],'exposed_brick','exposed_brick'],'family_room','farm','farm'],'fenced_courtyard','fenced_yard','fenced_yard'],'fireplace','first_floor_master_bedroom','first_floor_master_bedroom'],'fixer_upper'],'floor_plan','floor_plan'],'forced_air','forced_air'],'front_porch','front_porch'],'fruit_trees','fruit_trees'],'furniture','furniture'],'game_room','garage_1_or_more','garage_1_or_more'],'garage_2_or_more','garage_2_or_more'],'garage_3_or_more','garage_3_or_more'],'gated_community','golf_course','golf_course'],'golf_course_lot_or_frontage','golf_course_view','gourmet_kitchen','gourmet_kitchen'],'granite_kitchen','granite_kitchen'],'greenbelt','greenbelt'],'greenhouse'],'groundscare','groundscare'],'guest_house','guest_parking','handicap_access','handicap_access'],'hardwood_floors','high_ceiling','high_ceiling'],'hill_or_mountain_view','hoa','hoa'],'horse_facilities','indoor_basketball_court','investment_opportunity','investment_opportunity'],'jack_and_jill_bathroom','jack_and_jill_bathroom'],'kitchen_island','lake','lake'],'lake_view','large_kitchen','large_kitchen'],'large_porch','large_porch'],'laundry_room','library','library'],'low_hoa','maintenance','maintenance'],'marina','marina'],'master_bathroom','master_bathroom'],'master_bedroom','master_bedroom'],'master_suite','master_suite'],'media_room','medicalcare','medicalcare'],'modern_kitchen','modern_kitchen'],'mountain_view','mountain_view'],'new_roof','new_roof'],'no_hoa','no_hoa'],'ocean_view','open_floor_plan','open_house','open_house'],'open_kitchen','outbuilding','outbuilding'],'outdoor_kitchen','park','park'],'pets_allowed','playground','playground'],'pond','pond'],'private_backyard','private_backyard'],'private_bathroom','private_bathroom'],'private_courtyard','private_courtyard'],'private_parking','private_parking'],'ranch','ranch'],'recreation_facilities','rental_property','rental_property'],'river_access','river_access'],'river_view','rv_or_boat_parking','rv_parking','rv_parking'],'screen_porch','security','security'],'senior_community','senior_community'],'shopping','shopping'],'single_story','single_story'],'smart_homes','smart_homes'],'soccer','solar_panels','solar_panels'],'solar_system','solar_system'],'spa_or_hot_tub','storm_shelter','storm_shelter'],'swimming_pool','tennis','tennis'],'tennis_court','theater_room','trails','trails'],'two_kitchen','two_master_suites','two_or_more_stories','two_or_more_stories'],'updated_kitchen','updated_kitchen'],'vaulted_ceiling','vaulted_ceiling'],'view','view'],'views','views'],'volleyball','washer_dryer','washer_dryer'],'water_view','water_view'],'waterfront','waterfront'],'well_water','well_water'],'white_kitchen','wine_cellar','wooded_land','wrap_around_porch',['basement',['basement'],['big_lot',['big_lot'],['carport',['central_air',['central_heat',['city_view',['community_boat_facilities',['community_clubhouse',['community_golf',['community_gym',['community_outdoor_space',['community_park',['community_security_features',['community_tennis_court',['corner_lot',['corner_lot'],['cul_de_sac',['den_or_office',['dining_room',['disability_features',['dishwasher',['energy_efficient',['family_room',['farm',['fenced_yard',['fireplace',['forced_air',['forced_air'],['front_porch',['garage_1_or_more',['garage_1_or_more'],['hardwood_floors',['hill_or_mountain_view',['horse_facilities',['investment_opportunity'],['lake_view',['laundry_room',['master_bedroom',['outbuilding',['pets_allowed',['pets_allowed'],['recreation_facilities',['rental_property',['rental_property'],['river_view',['single_story',['single_story'],['two_or_more_stories',['two_or_more_stories'],['view',['washer_dryer',['wooded_land',agent,mls,has_primary_photo,American_Indian_and_Alaska_Native,Asian,Black_or_African-American,Hispanic_or_Latino,White,State,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born,Average Household Size
09-28-2023,9901.0,"{'address': {'postal_code': '21409', 'state': 'Maryland', 'coordinate': {'lon': -76.463131, 'lat': 39.040765}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '540 Deep Creek Vw'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=540%20Deep%20Creek%20Vw%2C%20Annapolis%2C%20MD%2021409&size=640x480&source=outdoor&signature=ZwmglS5pBDkuHH4kadWjlKOBzpo=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,2013.0,0.0,580000.0,3.0,1.0,2312.0,2980.0,4.0,townhouse,0.0,2.0,3.0,3.0,townhomes,essentials,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
11-20-2023,,"{'address': {'postal_code': '21403', 'state': 'Maryland', 'coordinate': {'lon': -76.504746, 'lat': 38.961483}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '2 Woodward Ct'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2%20Woodward%20Ct%2C%20Annapolis%2C%20MD%2021403&size=640x480&source=outdoor&signature=m_W71GuyZF-9ZGQzxeKH1KGcw1I=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,1977.0,0.0,370000.0,2.0,1.0,1206.0,1518.0,3.0,townhouse,0.0,0.0,2.0,3.0,townhomes,basic_opt_in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
12-09-2023,,"{'address': {'postal_code': '21403', 'state': 'Maryland', 'coordinate': {'lon': -76.495168, 'lat': 38.938239}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '408 Hillsmere Dr'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=408%20Hillsmere%20Dr%2C%20Annapolis%2C%20MD%2021403&size=640x480&source=outdoor&signature=om2z2IY53GHLyvLl_laSEJn4EgI=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,1965.0,0.0,450000.0,2.0,0.0,11165.0,1100.0,2.0,other,0.0,1.0,2.0,4.0,single_family,essentials,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
11-16-2023,,"{'address': {'postal_code': '21401', 'state': 'Maryland', 'coordinate': {'lon': -76.530273, 'lat': 38.991646}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '617 Admiral Dr Unit 5402'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=617%20Admiral%20Dr%20Unit%205402%2C%20Annapolis%2C%20MD%2021401&size=640x480&source=outdoor&signature=0pFibNHKGgwESKXZ_533meVIn-U=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,1996.0,0.0,372500.0,2.0,0.0,,1577.0,2.0,condo,0.0,0.0,2.0,2.0,condos,essentials,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
11-18-2023,,"{'address': {'postal_code': '21401', 'state': 'Maryland', 'coordinate': {'lon': -76.513571, 'lat': 39.000649}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '1903 Lindamoor Dr'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1903%20Lindamoor%20Dr%2C%20Annapolis%2C%20MD%2021401&size=640x480&source=outdoor&signature=nL2m_TJdC5-qtADCRtH_lKadoTg=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,1969.0,0.0,700000.0,3.0,0.0,9350.0,2400.0,3.0,other,0.0,0.0,2.0,5.0,single_family,essentials,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
11-27-2023,,"{'address': {'postal_code': '21403', 'state': 'Maryland', 'coordinate': {'lon': -76.509244, 'lat': 38.960423}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '2 Tiburon Ct'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2%20Tiburon%20Ct%2C%20Annapolis%2C%20MD%2021403&size=640x480&source=outdoor&signature=8CFHtgAVKivnl714SGKnAkYUD20=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,1983.0,0.0,314000.0,1.0,1.0,1216.0,1086.0,2.0,townhouse,0.0,0.0,3.0,1.0,townhomes,essentials,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
11-03-2023,,"{'address': {'postal_code': '21401', 'state': 'Maryland', 'coordinate': {'lon': -76.522433, 'lat': 38.995391}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '775 Howards Loop'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=775%20Howards%20Loop%2C%20Annapolis%2C%20MD%2021401&size=640x480&source=outdoor&signature=7zf3uvohbJ7HytLS1xOUee4CbqA=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,1997.0,0.0,459900.0,3.0,1.0,,2106.0,4.0,condo,0.0,0.0,3.0,3.0,condos,essentials,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
11-14-2023,,"{'address': {'postal_code': '21403', 'state': 'Maryland', 'coordinate': {'lon': -76.505265, 'lat': 38.961995}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '19 Woodward Ct'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=19%20Woodward%20Ct%2C%20Annapolis%2C%20MD%2021403&size=640x480&source=outdoor&signature=xmc9Xy3ANlTYm-U7GFZGaJQbG04=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,1977.0,0.0,365000.0,2.0,1.0,1024.0,1746.0,3.0,townhouse,0.0,0.0,3.0,3.0,townhomes,essentials,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
10-05-2023,,"{'address': {'postal_code': '21401', 'state': 'Maryland', 'coordinate': {'lon': -76.586751, 'lat': 38.965617}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '2823 Southaven Rd'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2823%20Southaven%20Rd%2C%20Annapolis%2C%20MD%2021401&size=640x480&source=outdoor&signature=_z-FyuiU4PseRsJ19Uk6l1MYCYo=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,1976.0,0.0,565000.0,2.0,1.0,33316.0,2596.0,3.0,other,0.0,2.0,3.0,3.0,single_family,advantage_brand,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
10-17-2023,,"{'address': {'postal_code': '21401', 'state': 'Maryland', 'coordinate': {'lon': -76.55609, 'lat': 39.01595}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '929 Coachway'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=929%20Coachway%2C%20Annapolis%2C%20MD%2021401&size=640x480&source=outdoor&signature=I2tnmNvBw3Iyr7Qvm1ISIYVOV3k=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,1975.0,0.0,850000.0,4.0,0.0,61196.0,4415.0,4.0,other,0.0,2.0,2.0,4.0,single_family,essentials,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
11-30-2023,,"{'address': {'postal_code': '21403', 'state': 'Maryland', 'coordinate': {'lon': -76.494087, 'lat': 38.961604}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '1306 President St'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1306%20President%20St%2C%20Annapolis%2C%20MD%2021403&size=640x480&source=outdoor&signature=fA_1YKmB5P2Lh57UEE_sFcJGy8g=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,1947.0,0.0,450000.0,2.0,0.0,8030.0,1526.0,2.0,other,0.0,0.0,2.0,3.0,single_family,essentials,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
12-08-2023,,"{'address': {'postal_code': '21409', 'state': 'Maryland', 'coordinate': {'lon': -76.461299, 'lat': 38.997901}, 'city': 'Annapolis', 'state_code': 'MD', 'line': '246 Puritan Pl'}, 'street_view_url': 'https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=246%20Puritan%20Pl%2C%20Annapolis%2C%20MD%2021409&size=640x480&source=outdoor&signature=PtiVi_uUGUSyBVBvxNNOWqFnU0Y=', 'county': {'fips_code': '24003', 'name': 'Anne Arundel'}}",False,MD,Annapolis,1967.0,0.0,1195000.0,3.0,0.0,20300.0,2433.0,3.0,other,0.0,2.0,2.0,4.0,single_family,essentials,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,,,,,,,,,,,,,
