,primary_photo,source,tags,list_date,price_reduced_amount,matterport,state,city,year_built,baths_3qtr,sold_price,baths_full,baths_half,lot_sqft,sqft,baths,sub_type,baths_1qtr,garage,stories,beds,type,brand_name
30,,"{'plan_id': None, 'agents': [{'office_name': 'Forrest Meadows Homes & Land'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, community_outdoor_space, community_security_features, corner_lot, cul_de_sac, dishwasher, energy_efficient, fireplace, hardwood_floors, laundry_room, single_story, garage_1_or_more, garage_2_or_more, fenced_yard",2023-12-19T18:08:22.000000Z,,False,Alabama,Montgomery,1998.0,0.0,129900.0,2.0,0.0,11761.0,1478.0,2.0,other,0,2.0,1.0,3.0,single_family,essentials
31,{'href': 'https://ap.rdcpix.com/a5fe1391acf35d43ee6d825ce86f8115l-m2469028399s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'Wallace & Moody Realty'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","city_view, hardwood_floors, two_or_more_stories, garage_1_or_more",2023-11-10T14:20:36.000000Z,3000.0,False,Alabama,Montgomery,1945.0,0.0,88500.0,2.0,0.0,6534.0,1389.0,2.0,other,0,1.0,2.0,4.0,single_family,essentials
32,,"{'plan_id': None, 'agents': [{'office_name': 'FlatFee.com'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, central_air, central_heat, dishwasher, laundry_room, single_story",2023-12-19T18:08:22.000000Z,,False,Alabama,Montgomery,1969.0,0.0,145000.0,2.0,0.0,17424.0,2058.0,2.0,other,0,0.0,1.0,3.0,single_family,essentials
33,{'href': 'https://ap.rdcpix.com/c41ec0e28b89fa84db6d75df3a75895fl-m2353506347s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'Wallace & Moody Realty'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, central_air, city_view, community_outdoor_space, recreation_facilities, single_story",2023-07-05T16:47:40.000000Z,9000.0,False,Alabama,Montgomery,1955.0,0.0,65000.0,2.0,0.0,9712.0,1432.0,2.0,other,0,0.0,1.0,3.0,single_family,essentials
34,{'href': 'https://ap.rdcpix.com/1e4bac70e24f789842a6663b5314bb24l-m1823199980s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'List With Freedom, Inc.'}, {'office_name': 'KW Montgomery'}], 'spec_id': None, 'type': 'mls'}","city_view, single_story, big_yard, fenced_yard, ensuite, new_roof",2023-10-29T17:55:28.000000Z,5000.0,False,Alabama,Montgomery,1984.0,0.0,169000.0,2.0,0.0,10890.0,1804.0,2.0,other,0,0.0,1.0,3.0,single_family,basic_opt_in
35,{'href': 'https://ap.rdcpix.com/61c1ed5b3aaa88ab80efcc49412241afl-m1501411809s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, community_security_features, cul_de_sac, dishwasher, fireplace, laundry_room, single_story, furniture",2023-12-08T14:11:39.000000Z,,False,Alabama,Montgomery,1999.0,0.0,180000.0,2.0,0.0,12632.0,1476.0,2.0,other,0,0.0,1.0,3.0,single_family,basic_opt_in
36,{'href': 'https://ap.rdcpix.com/686d934c4cdfa68e232633d5f6aeb101l-m1822167428s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'House & Home Real Estate'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, cul_de_sac, dishwasher, energy_efficient, fireplace, hardwood_floors, laundry_room, single_story, high_ceiling, floor_plan, rental_property, furniture, new_roof",2023-11-27T22:50:49.000000Z,5001.0,False,Alabama,Montgomery,2001.0,0.0,260000.0,2.0,0.0,12632.0,1888.0,2.0,other,0,0.0,1.0,4.0,single_family,essentials
37,{'href': 'https://ap.rdcpix.com/ef5ee786ae1446e742997757c4150decl-m62694281s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","single_story, fixer_upper",2023-02-24T15:00:22.000000Z,,False,Alabama,Montgomery,1962.0,0.0,60000.0,2.0,0.0,13068.0,1722.0,2.0,other,0,0.0,1.0,3.0,single_family,essentials
38,{'href': 'https://ap.rdcpix.com/1ef4821fcf16029021d658c2db0e28b9l-m129105455s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, dishwasher, fireplace, hardwood_floors, single_story, garage_1_or_more, garage_2_or_more, ensuite",2023-11-30T13:50:41.000000Z,,False,Alabama,Montgomery,1965.0,0.0,159000.0,2.0,0.0,11326.0,1635.0,2.0,other,0,2.0,1.0,3.0,single_family,essentials
39,{'href': 'https://ap.rdcpix.com/43f3585656821593959c92c35f9706efl-b3477118368s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, fireplace, laundry_room, recreation_facilities, two_or_more_stories, high_ceiling, master_bedroom, big_lot, ensuite",2023-09-01T00:58:27.000000Z,,False,Alabama,Montgomery,1974.0,0.0,424900.0,2.0,1.0,740520.0,3339.0,3.0,other,0,0.0,2.0,3.0,single_family,basic_opt_in
40,{'href': 'https://ap.rdcpix.com/eb38aea2a104672b0eccd41f7b53dabal-m3977818291s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","horse_facilities, rental_property, big_lot, pond",2022-09-02T18:18:05.000000Z,,False,Alabama,Montgomery,,0.0,370000.0,0.0,0.0,3397680.0,,0.0,other,0,0.0,0.0,0.0,land,
41,{'href': 'https://ap.rdcpix.com/12a7a90ae37bc922786e1b376ba4cc52l-m1145087508s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, single_story, swimming_pool, corner_lot",2023-12-08T00:50:40.000000Z,,False,Alabama,Montgomery,1969.0,0.0,140000.0,2.0,0.0,14375.0,1576.0,2.0,other,0,0.0,1.0,3.0,single_family,basic_opt_in
42,{'href': 'https://ap.rdcpix.com/afc556e71f380177925a6cb62f4d0b9el-m2457081295s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, central_air, central_heat, city_view, community_security_features, dishwasher, fireplace, laundry_room, single_story, fenced_yard, shopping",2023-12-13T22:08:44.000000Z,,False,Alabama,Montgomery,1954.0,0.0,149900.0,1.0,0.0,13504.0,1736.0,1.0,other,0,0.0,1.0,3.0,single_family,essentials
43,{'href': 'https://ap.rdcpix.com/9924cfbadbb7f58c86308fcd3f5b624fl-m1101185229s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","city_view, hardwood_floors, single_story, fenced_yard, rental_property, fixer_upper",2023-12-14T16:29:30.000000Z,,False,Alabama,Montgomery,1966.0,0.0,45000.0,1.0,0.0,4356.0,1434.0,1.0,other,0,0.0,1.0,2.0,single_family,basic_opt_in
44,{'href': 'https://ap.rdcpix.com/3f90cdabc4c809f4fa1bab1a9c9f69e3l-b3996110015s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_heat, city_view, community_outdoor_space, community_security_features, energy_efficient, fireplace, hardwood_floors, laundry_room, recreation_facilities, washer_dryer, single_story, garage_1_or_more, garage_2_or_more, big_yard, master_bedroom, floor_plan, ensuite",2023-08-28T19:26:36.000000Z,10000.0,False,Alabama,Montgomery,2006.0,0.0,310000.0,2.0,0.0,13068.0,2134.0,2.0,other,0,2.0,1.0,4.0,single_family,basic_opt_in
45,{'href': 'https://ap.rdcpix.com/c79ab0203ab07b75961087a8da4576eal-b3801220453s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, central_air, central_heat, city_view, community_outdoor_space, single_story, updated_kitchen, master_suite, shopping",2023-10-25T19:07:59.000000Z,,False,Alabama,Montgomery,1986.0,0.0,147000.0,2.0,0.0,6970.0,1650.0,2.0,other,0,0.0,1.0,3.0,single_family,basic_opt_in
46,{'href': 'https://ap.rdcpix.com/0fb0892ae99e35a037e46c14d9210eafl-m3337937336s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, community_security_features, corner_lot, dishwasher, laundry_room, single_story, garage_1_or_more, garage_2_or_more, swimming_pool, big_lot",2023-07-25T20:45:25.000000Z,,False,Alabama,Montgomery,1968.0,0.0,195000.0,2.0,0.0,16553.0,2264.0,2.0,other,0,2.0,1.0,5.0,single_family,essentials
47,{'href': 'https://ap.rdcpix.com/657c8bb805ac466f65c35abbf0280f15l-m3716669313s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'Storing Up Treasures Realty'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, single_story, garage_1_or_more, garage_2_or_more",2023-11-09T21:32:22.000000Z,,False,Alabama,Montgomery,1968.0,0.0,136000.0,2.0,0.0,16988.0,1752.0,2.0,other,0,2.0,1.0,3.0,single_family,basic_opt_in
48,{'href': 'https://ap.rdcpix.com/558260924a958b13ebfadc6f55f97d8el-m3617901769s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, city_view, dishwasher, single_story, rental_property, medicalcare, shopping",2024-01-10T03:11:24.000000Z,,False,Alabama,Montgomery,1958.0,0.0,31500.0,1.0,0.0,11326.0,961.0,1.0,other,0,0.0,1.0,3.0,single_family,essentials
49,{'href': 'https://ap.rdcpix.com/507ad2927a9339560b3ad0e2cd538a31l-m1808079882s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, central_air, central_heat, city_view, community_outdoor_space, dishwasher, fireplace, laundry_room, single_story, big_yard",2023-11-07T00:05:24.000000Z,5000.0,False,Alabama,Montgomery,1967.0,0.0,178000.0,2.0,0.0,12632.0,1892.0,2.0,other,0,0.0,1.0,4.0,single_family,essentials
50,{'href': 'https://ap.rdcpix.com/c51a6a656aece95d96a00d160fb8be87l-m364873135s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, city_view, community_outdoor_space, community_security_features, disability_features, dishwasher, energy_efficient, washer_dryer, single_story",2023-12-05T03:11:36.000000Z,,False,Alabama,Montgomery,1975.0,0.0,172500.0,2.0,0.0,11326.0,1699.0,2.0,other,0,0.0,1.0,4.0,single_family,essentials
51,{'href': 'https://ap.rdcpix.com/8475783f8e68aa2647f11714670c67bal-m3352885094s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': 'RE/MAX Cornerstone Plus'}], 'spec_id': None, 'type': 'mls'}","carport, central_air, city_view, community_outdoor_space, dishwasher, fireplace, laundry_room, single_story, garage_1_or_more, garage_2_or_more, fenced_yard, new_roof, shopping",2023-10-24T22:03:07.000000Z,,False,Alabama,Montgomery,1962.0,0.0,150000.0,2.0,0.0,67954.0,1833.0,2.0,other,0,2.0,1.0,3.0,single_family,essentials
52,{'href': 'https://ap.rdcpix.com/db0008abd1e8694dbc1a432cca961a96l-m3474430148s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, central_air, city_view, community_outdoor_space, fireplace, hardwood_floors, laundry_room, single_story, wooded_land, front_porch, large_porch, big_lot",2023-09-08T14:32:07.000000Z,20000.0,False,Alabama,Montgomery,1945.0,0.0,170000.0,2.0,1.0,313632.0,3092.0,3.0,other,0,0.0,1.0,3.0,single_family,essentials
53,{'href': 'https://ap.rdcpix.com/98113967cb2fcc6a2b9a4e48c6e7cc2dl-m4232325385s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'SNC Real Estate LLC.'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, hardwood_floors, single_story, big_lot",2023-11-06T18:42:05.000000Z,,False,Alabama,Montgomery,1957.0,0.0,125000.0,1.0,0.0,12632.0,1380.0,1.0,other,0,0.0,1.0,3.0,single_family,basic_opt_in
54,{'href': 'https://ap.rdcpix.com/99a9502de91720e504c50e34162433f8l-m3674213732s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, community_security_features, cul_de_sac, dishwasher, fireplace, laundry_room, recreation_facilities, washer_dryer, single_story, ensuite",2023-11-09T19:26:26.000000Z,,False,Alabama,Montgomery,1984.0,0.0,162000.0,2.0,0.0,6098.0,1539.0,2.0,other,0,0.0,1.0,3.0,single_family,essentials
55,{'href': 'https://ap.rdcpix.com/d617c4e73f24e51446b05f256c1ae38bl-m1962391460s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'Aronov Realty Brokerage Inc.'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, hardwood_floors, laundry_room, washer_dryer, single_story, front_porch, shopping",2023-11-09T16:29:22.000000Z,,False,Alabama,Montgomery,1950.0,0.0,111200.0,2.0,0.0,8276.0,1178.0,2.0,other,0,0.0,1.0,3.0,single_family,essentials
56,{'href': 'https://ap.rdcpix.com/f2bc151cdcbd7e543f822bf008e864c2l-m1658512148s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, recreation_facilities, single_story, garage_1_or_more, rental_property",2023-11-05T18:44:56.000000Z,,False,Alabama,Montgomery,1948.0,0.0,63000.0,1.0,0.0,7405.0,1290.0,1.0,other,0,1.0,1.0,3.0,single_family,basic_opt_in
57,{'href': 'https://ap.rdcpix.com/c704f914e5df95fd8f584bce195392ccl-m2962031652s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'List With Freedom, Inc.'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, single_story, rental_property",2023-10-23T18:51:02.000000Z,,False,Alabama,Montgomery,1964.0,0.0,106000.0,2.0,0.0,16553.0,2349.0,2.0,other,0,0.0,1.0,4.0,single_family,basic_opt_in
58,{'href': 'https://ap.rdcpix.com/f889213d9dfd57b59f59fa63154356b7l-m3228417647s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'Wallace & Moody Realty'}, {'office_name': 'RE/MAX Properties LLC'}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_security_features, cul_de_sac, dishwasher, energy_efficient, fireplace, laundry_room, recreation_facilities, community_swimming_pool, single_story, garage_1_or_more, garage_2_or_more, master_bedroom, open_floor_plan, floor_plan",2023-10-17T22:03:02.000000Z,,False,Alabama,Montgomery,2001.0,0.0,245000.0,2.0,0.0,6534.0,1742.0,2.0,other,0,2.0,1.0,3.0,single_family,essentials
59,{'href': 'https://ap.rdcpix.com/2ac61710111ba698b9acd456826038b7l-m1097976753s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, central_air, central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, energy_efficient, fireplace, golf_course_lot_or_frontage, laundry_room, recreation_facilities, community_swimming_pool, single_story, big_lot",2023-08-08T14:32:27.000000Z,15500.0,False,Alabama,Montgomery,1989.0,0.0,310000.0,3.0,0.0,22651.0,3137.0,3.0,other,0,0.0,1.0,4.0,single_family,essentials
60,{'href': 'https://ap.rdcpix.com/8d3b70ca02d22b97f9e669584b946e4el-m1202318012s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, community_outdoor_space, basement, single_story",2023-09-21T19:38:23.000000Z,7900.0,False,Alabama,Montgomery,1950.0,0.0,100000.0,1.0,0.0,15682.0,1471.0,1.0,other,0,0.0,1.0,3.0,single_family,essentials
61,{'href': 'https://ap.rdcpix.com/bb6187d68e068cd5dcffe91b8d3d66efl-m700922381s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': '5th Floor Realty Group'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, city_view, community_outdoor_space, community_security_features, hardwood_floors, laundry_room, recreation_facilities, single_story, master_bedroom, open_floor_plan, floor_plan",2023-12-04T21:26:28.000000Z,,False,Alabama,Montgomery,1971.0,0.0,95900.0,1.0,1.0,10664.0,1200.0,2.0,other,0,0.0,1.0,3.0,single_family,basic_opt_in
62,,"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, dishwasher, energy_efficient, fireplace, hardwood_floors, laundry_room, recreation_facilities, two_or_more_stories, garage_1_or_more, garage_2_or_more, tennis_court, new_roof, tennis",2023-09-21T17:39:14.000000Z,,False,Alabama,Montgomery,1940.0,0.0,375000.0,3.0,1.0,30056.0,4483.0,4.0,other,0,2.0,2.0,4.0,single_family,essentials
63,{'href': 'https://ap.rdcpix.com/5a8d93258c6ec619823ff5ac29916241l-m2287927989s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, community_park, community_security_features, dishwasher, energy_efficient, fireplace, lake_view, laundry_room, recreation_facilities, water_view, community_swimming_pool, single_story, garage_1_or_more, garage_2_or_more, waterfront, modern_kitchen, large_kitchen, pond, clubhouse, trails, hoa, maintenance",2023-12-02T15:38:34.000000Z,,True,Alabama,Montgomery,2004.0,0.0,320000.0,2.0,0.0,9583.0,2488.0,2.0,other,0,2.0,1.0,3.0,single_family,essentials
64,{'href': 'https://ap.rdcpix.com/47d091afe9a414d8ecf363fa8627f13cl-m2264284966s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, single_story",2023-10-05T13:47:17.000000Z,100.0,False,Alabama,Montgomery,1971.0,0.0,120000.0,2.0,0.0,10019.0,1747.0,2.0,other,0,0.0,1.0,3.0,single_family,basic_opt_in
65,{'href': 'https://ap.rdcpix.com/22dae1c10863474a4ec207164c4ddb23l-m177292656s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'Wallace & Moody Realty'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_security_features, dishwasher, energy_efficient, fireplace, laundry_room, single_story, garage_1_or_more, garage_2_or_more, swimming_pool, fenced_yard, floor_plan, new_roof, shopping",2023-11-10T22:41:34.000000Z,,False,Alabama,Montgomery,1994.0,0.0,283000.0,2.0,0.0,13747.0,2069.0,2.0,other,0,2.0,1.0,4.0,single_family,essentials
66,{'href': 'https://ap.rdcpix.com/debca25133b4644c07a1918f7fedc190l-m1318092139s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'Aegis-Michaud Properties Inc'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, central_air, central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, fireplace, laundry_room, single_story, swimming_pool, floor_plan, big_lot, park, groundscare, maintenance, shopping",2023-11-15T22:35:40.000000Z,,False,Alabama,Montgomery,1994.0,0.0,284500.0,2.0,0.0,15682.0,2124.0,2.0,other,0,0.0,1.0,4.0,single_family,essentials
67,{'href': 'https://ap.rdcpix.com/2762acb72eebcf86d50c80a800262278l-m2519535199s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, cul_de_sac, dishwasher, energy_efficient, fireplace, laundry_room, single_story, jack_and_jill_bathroom, master_bedroom, two_master_suites, master_suite",2023-11-08T13:11:39.000000Z,,False,Alabama,Montgomery,1989.0,0.0,160000.0,2.0,0.0,4792.0,1475.0,2.0,other,0,0.0,1.0,2.0,single_family,essentials
68,{'href': 'https://ap.rdcpix.com/edcb73416e181a3c9b2c85d6a6a6f387l-m2382958776s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, energy_efficient, laundry_room, recreation_facilities, basement, two_or_more_stories, garage_1_or_more, garage_2_or_more, big_bathroom, master_bedroom",2023-09-22T04:03:13.000000Z,5100.0,False,Alabama,Montgomery,2022.0,0.0,439900.0,3.0,1.0,4356.0,3050.0,4.0,other,0,2.0,2.0,4.0,single_family,basic_opt_in
69,{'href': 'https://ap.rdcpix.com/1b57dd0074430e3f535b27b6b771d69el-m3916576073s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, community_outdoor_space, recreation_facilities, swimming_pool, single_story, investment_opportunity",2023-09-25T20:39:05.000000Z,,False,Alabama,Montgomery,1968.0,0.0,68250.0,2.0,0.0,18731.0,2556.0,2.0,other,0,0.0,1.0,3.0,single_family,essentials
70,{'href': 'https://ap.rdcpix.com/362a01e96e6225db96d00c15968792cfl-m48857310s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, community_security_features, cul_de_sac, dishwasher, energy_efficient, fireplace, hardwood_floors, laundry_room, recreation_facilities, two_or_more_stories, garage_1_or_more, garage_2_or_more, swimming_pool, granite_kitchen, updated_kitchen, private_backyard, vaulted_ceiling",2023-07-19T21:50:53.000000Z,10000.0,False,Alabama,Montgomery,1987.0,0.0,385000.0,3.0,1.0,29621.0,3288.0,4.0,other,0,2.0,2.0,4.0,single_family,essentials
71,{'href': 'https://ap.rdcpix.com/cf5788032ffb9fa45853c80e986d38c7l-m3464357290s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","city_view, dishwasher, fireplace, laundry_room, single_story, big_yard",2023-12-04T17:20:32.000000Z,,False,Alabama,Montgomery,1978.0,0.0,139900.0,2.0,0.0,26136.0,1500.0,2.0,other,0,0.0,1.0,4.0,single_family,essentials
72,{'href': 'https://ap.rdcpix.com/a5fe1391acf35d43ee6d825ce86f8115l-m2469028399s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'Wallace & Moody Realty'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","city_view, hardwood_floors, two_or_more_stories, garage_1_or_more",2023-11-10T14:20:36.000000Z,3000.0,False,Alabama,Montgomery,1945.0,0.0,88500.0,2.0,0.0,6534.0,1389.0,2.0,other,0,1.0,2.0,4.0,single_family,essentials
73,,"{'plan_id': None, 'agents': [{'office_name': 'FlatFee.com'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, central_air, central_heat, dishwasher, laundry_room, single_story",2023-12-19T18:08:22.000000Z,,False,Alabama,Montgomery,1969.0,0.0,145000.0,2.0,0.0,17424.0,2058.0,2.0,other,0,0.0,1.0,3.0,single_family,essentials
74,{'href': 'https://ap.rdcpix.com/c41ec0e28b89fa84db6d75df3a75895fl-m2353506347s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'Wallace & Moody Realty'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","carport, central_air, city_view, community_outdoor_space, recreation_facilities, single_story",2023-07-05T16:47:40.000000Z,9000.0,False,Alabama,Montgomery,1955.0,0.0,65000.0,2.0,0.0,9712.0,1432.0,2.0,other,0,0.0,1.0,3.0,single_family,essentials
75,{'href': 'https://ap.rdcpix.com/1e4bac70e24f789842a6663b5314bb24l-m1823199980s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'List With Freedom, Inc.'}, {'office_name': 'KW Montgomery'}], 'spec_id': None, 'type': 'mls'}","city_view, single_story, big_yard, fenced_yard, ensuite, new_roof",2023-10-29T17:55:28.000000Z,5000.0,False,Alabama,Montgomery,1984.0,0.0,169000.0,2.0,0.0,10890.0,1804.0,2.0,other,0,0.0,1.0,3.0,single_family,basic_opt_in
76,{'href': 'https://ap.rdcpix.com/61c1ed5b3aaa88ab80efcc49412241afl-m1501411809s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, community_security_features, cul_de_sac, dishwasher, fireplace, laundry_room, single_story, furniture",2023-12-08T14:11:39.000000Z,,False,Alabama,Montgomery,1999.0,0.0,180000.0,2.0,0.0,12632.0,1476.0,2.0,other,0,0.0,1.0,3.0,single_family,basic_opt_in
77,{'href': 'https://ap.rdcpix.com/686d934c4cdfa68e232633d5f6aeb101l-m1822167428s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': 'House & Home Real Estate'}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, cul_de_sac, dishwasher, energy_efficient, fireplace, hardwood_floors, laundry_room, single_story, high_ceiling, floor_plan, rental_property, furniture, new_roof",2023-11-27T22:50:49.000000Z,5001.0,False,Alabama,Montgomery,2001.0,0.0,260000.0,2.0,0.0,12632.0,1888.0,2.0,other,0,0.0,1.0,4.0,single_family,essentials
78,{'href': 'https://ap.rdcpix.com/ef5ee786ae1446e742997757c4150decl-m62694281s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","single_story, fixer_upper",2023-02-24T15:00:22.000000Z,,False,Alabama,Montgomery,1962.0,0.0,60000.0,2.0,0.0,13068.0,1722.0,2.0,other,0,0.0,1.0,3.0,single_family,essentials
79,{'href': 'https://ap.rdcpix.com/1ef4821fcf16029021d658c2db0e28b9l-m129105455s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, dishwasher, fireplace, hardwood_floors, single_story, garage_1_or_more, garage_2_or_more, ensuite",2023-11-30T13:50:41.000000Z,,False,Alabama,Montgomery,1965.0,0.0,159000.0,2.0,0.0,11326.0,1635.0,2.0,other,0,2.0,1.0,3.0,single_family,essentials
80,{'href': 'https://ap.rdcpix.com/43f3585656821593959c92c35f9706efl-b3477118368s-w1024_h768.jpg'},"{'plan_id': None, 'agents': [{'office_name': None}, {'office_name': None}], 'spec_id': None, 'type': 'mls'}","central_air, central_heat, city_view, community_outdoor_space, community_security_features, dishwasher, fireplace, laundry_room, recreation_facilities, two_or_more_stories, high_ceiling, master_bedroom, big_lot, ensuite",2023-09-01T00:58:27.000000Z,,False,Alabama,Montgomery,1974.0,0.0,424900.0,2.0,1.0,740520.0,3339.0,3.0,other,0,0.0,2.0,3.0,single_family,basic_opt_in
