list_date,price_reduced_amount,state,city,postal_code,year_built,baths_3qtr,sold_price,baths_full,baths_half,lot_sqft,sqft,baths,sub_type,garage,stories,beds,type,brand_name,basement,big_bathroom,big_lot,big_yard,carport,cathedral_ceiling,central_air,city_view,clubhouse,community_clubhouse,community_golf,community_gym,community_outdoor_space,community_park,community_security_features,community_spa_or_hot_tub,community_swimming_pool,community_tennis_court,corner_lot,cul_de_sac,den_or_office,dining_room,disability_features,dishwasher,elevator,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,fixer_upper,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,gated_community,golf_course,gourmet_kitchen,granite_kitchen,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,hoa,investment_opportunity,lake,large_kitchen,laundry_room,library,maintenance,master_bedroom,master_suite,medicalcare,modern_kitchen,mountain_view,new_roof,no_hoa,open_floor_plan,open_kitchen,park,pets_allowed,playground,private_backyard,ranch,recreation_facilities,rental_property,river_view,rv_or_boat_parking,security,senior_community,shopping,single_story,solar_system,spa_or_hot_tub,swimming_pool,tennis,trails,two_or_more_stories,updated_kitchen,vaulted_ceiling,view,washer_dryer,water_view,waterfront,agent,mls,has_primary_photo,american_indian_and_alaska_native,asian,black_or_african-american,hispanic_or_latino,white,median_age,male_population,female_population,total_population,number_of_veterans,foreign-born,average_household_size,costoflivingindex2023,costoflivingindexgrocerycostsindex,costoflivingindexhousingcostsindex,costoflivingindexutilitycostsindex,cost_of_living_overall,cost_of_living_grocery,cost_of_living_utility,cost_of_living_housing,Region,Division
10-30-2023,10000.0,Georgia,Atlanta,30311,2002.0,0.0,225900.0,2.0,1.0,2178.0,1507.0,3.0,townhouse,1.0,2.0,3.0,townhomes,essentials,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-11-2023,,Georgia,Atlanta,30314,1945.0,0.0,188000.0,2.0,0.0,5314.0,1373.0,2.0,other,0.0,1.0,4.0,single_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-12-2023,,Georgia,Atlanta,30329,1956.0,0.0,642500.0,2.0,0.0,13068.0,2046.0,2.0,other,0.0,1.0,4.0,single_family,advantage_brand,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
07-01-2023,14999.0,Georgia,Hapeville,30354,1937.0,0.0,325000.0,2.0,0.0,10193.0,1448.0,2.0,other,0.0,1.0,3.0,single_family,basic_opt_in,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
09-24-2023,,Georgia,Atlanta,30331,2018.0,0.0,620000.0,4.0,1.0,9583.0,5526.0,5.0,other,2.0,3.0,6.0,single_family,basic_opt_in,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
11-05-2023,10100.0,Georgia,Atlanta,30306,1940.0,0.0,247400.0,1.0,0.0,601.0,581.0,1.0,condo,0.0,1.0,1.0,condos,essentials,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
11-02-2023,,Georgia,Atlanta,30318,1950.0,0.0,135000.0,1.0,0.0,12023.0,920.0,1.0,other,0.0,1.0,3.0,single_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
09-14-2023,4000.0,Georgia,Sandy Springs,30328,2014.0,0.0,585000.0,3.0,1.0,1002.0,2140.0,4.0,townhouse,2.0,3.0,3.0,townhomes,essentials,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1574.0,7909.0,15420.0,13670.0,78835.0,35.4,48570.0,56777.0,105347.0,3015.0,19837.0,2.4,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
08-08-2023,15000.0,Georgia,Atlanta,30311,1983.0,0.0,230000.0,2.0,1.0,1363.0,1364.0,3.0,condo,2.0,3.0,2.0,condos,basic_opt_in,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
11-30-2023,,Georgia,Atlanta,30308,1965.0,0.0,220000.0,1.0,0.0,784.0,786.0,1.0,condo,1.0,1.0,1.0,condos,essentials,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
10-10-2023,,Georgia,Atlanta,30307,1926.0,0.0,1915000.0,4.0,1.0,74052.0,4569.0,5.0,other,2.0,3.0,4.0,single_family,essentials,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
10-12-2023,5000.0,Georgia,Atlanta,30315,2005.0,0.0,200000.0,2.0,1.0,1307.0,1529.0,3.0,townhouse,0.0,2.0,3.0,townhomes,basic_opt_in,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
11-15-2023,,Georgia,Sandy Springs,30342,1979.0,0.0,1375000.0,5.0,0.0,19689.0,5465.0,5.0,other,2.0,1.0,5.0,single_family,essentials,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1574.0,7909.0,15420.0,13670.0,78835.0,35.4,48570.0,56777.0,105347.0,3015.0,19837.0,2.4,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-26-2023,,Georgia,Sandy Springs,30328,2019.0,0.0,710000.0,3.0,1.0,1307.0,,4.0,townhouse,2.0,3.0,3.0,townhomes,essentials,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1574.0,7909.0,15420.0,13670.0,78835.0,35.4,48570.0,56777.0,105347.0,3015.0,19837.0,2.4,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
11-13-2023,,Georgia,Atlanta,30315,2005.0,0.0,200000.0,2.0,0.0,7231.0,1300.0,2.0,other,0.0,1.0,3.0,single_family,basic_opt_in,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
09-25-2023,35000.0,Georgia,Atlanta,30326,2010.0,0.0,670000.0,1.0,1.0,,1315.0,2.0,condo,3.0,1.0,1.0,condos,essentials,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-01-2023,,Georgia,Atlanta,30318,2021.0,0.0,1410000.0,4.0,1.0,13068.0,5702.0,5.0,other,2.0,2.0,4.0,single_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-22-2023,,Georgia,Sandy Springs,30328,2019.0,0.0,710000.0,3.0,1.0,1307.0,2740.0,4.0,townhouse,2.0,3.0,3.0,townhomes,essentials,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1574.0,7909.0,15420.0,13670.0,78835.0,35.4,48570.0,56777.0,105347.0,3015.0,19837.0,2.4,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
05-26-2023,175000.0,Georgia,Atlanta,30309,2017.0,0.0,2600000.0,2.0,1.0,2570.0,2569.0,3.0,condo,3.0,2.0,2.0,condos,essentials,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
11-02-2023,,Georgia,Atlanta,30324,1999.0,0.0,530000.0,4.0,0.0,1124.0,2172.0,4.0,townhouse,2.0,3.0,4.0,townhomes,essentials,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-04-2023,,Georgia,Atlanta,30310,1920.0,0.0,410000.0,0.0,0.0,11252.0,,,other,0.0,1.0,0.0,multi_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-19-2023,,Georgia,Atlanta,30308,1963.0,0.0,210000.0,2.0,0.0,932.0,1256.0,2.0,condo,0.0,3.0,2.0,condos,essentials,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-03-2023,,Georgia,Atlanta,30340,1980.0,0.0,565000.0,3.0,0.0,17424.0,,3.0,other,0.0,2.0,5.0,single_family,essentials,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
07-28-2023,20000.0,Georgia,Atlanta,30309,2010.0,0.0,705000.0,3.0,0.0,1699.0,1700.0,3.0,condo,2.0,1.0,3.0,condos,essentials,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-18-2023,,Georgia,Atlanta,30349,2003.0,0.0,240000.0,2.0,1.0,2178.0,1364.0,3.0,townhouse,0.0,2.0,3.0,townhomes,essentials,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
10-26-2023,10000.0,Georgia,Atlanta,30317,1920.0,0.0,420000.0,1.0,0.0,4356.0,1086.0,1.0,other,0.0,1.0,2.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
11-09-2023,,Georgia,Atlanta,30339,2009.0,0.0,1400000.0,3.0,0.0,2526.0,2574.0,3.0,condo,0.0,3.0,3.0,condos,essentials,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
08-10-2023,9000.0,Georgia,Atlanta,30339,2008.0,0.0,390000.0,2.0,0.0,8930.0,1363.0,2.0,condo,2.0,1.0,2.0,condos,basic_opt_in,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-14-2023,,Georgia,Atlanta,30305,1987.0,0.0,1180000.0,3.0,0.0,3206.0,3206.0,3.0,condo,0.0,1.0,3.0,condos,basic_opt_in,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-06-2023,,Georgia,Atlanta,30315,2016.0,0.0,340000.0,2.0,1.0,,1694.0,3.0,other,0.0,2.0,3.0,single_family,basic_opt_in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
10-09-2023,15000.0,Georgia,Atlanta,30331,2003.0,0.0,250000.0,2.0,1.0,1307.0,1600.0,3.0,townhouse,1.0,2.0,3.0,townhomes,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
10-31-2023,,Georgia,Atlanta,30315,1950.0,0.0,89500.0,1.0,0.0,9757.0,936.0,1.0,other,0.0,1.0,3.0,single_family,advantage_brand,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
10-30-2023,,Georgia,Atlanta,30327,1981.0,0.0,525000.0,3.0,0.0,1917.0,1900.0,3.0,townhouse,0.0,2.0,3.0,townhomes,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-07-2023,,Georgia,Atlanta,30349,1985.0,0.0,225000.0,2.0,0.0,3180.0,1575.0,2.0,townhouse,0.0,2.0,3.0,townhomes,basic_opt_in,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-12-2023,,Georgia,Atlanta,30318,1950.0,0.0,467500.0,2.0,0.0,8834.0,1849.0,2.0,other,0.0,2.0,4.0,single_family,essentials,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
12-07-2023,,Georgia,Atlanta,30307,1961.0,0.0,305000.0,1.0,0.0,1002.0,840.0,1.0,condo,0.0,1.0,2.0,condos,basic_opt_in,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,4606.0,24268.0,245367.0,18653.0,196316.0,33.8,223960.0,239915.0,463875.0,18572.0,32016.0,2.15,91.0,98.9,78.5,84.4,Low,Low,Low,Low,South,South Atlantic
