list_date,price_reduced_amount,state,city,postal_code,year_built,baths_3qtr,sold_price,baths_full,baths_half,lot_sqft,sqft,baths,sub_type,garage,stories,beds,type,brand_name,basement,big_bathroom,big_lot,big_yard,carport,cathedral_ceiling,central_air,city_view,clubhouse,community_clubhouse,community_golf,community_gym,community_outdoor_space,community_park,community_security_features,community_spa_or_hot_tub,community_swimming_pool,community_tennis_court,corner_lot,cul_de_sac,den_or_office,dining_room,disability_features,dishwasher,elevator,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,fixer_upper,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,gated_community,golf_course,gourmet_kitchen,granite_kitchen,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,hoa,investment_opportunity,lake,large_kitchen,laundry_room,library,maintenance,master_bedroom,master_suite,medicalcare,modern_kitchen,mountain_view,new_roof,no_hoa,open_floor_plan,open_kitchen,park,pets_allowed,playground,private_backyard,ranch,recreation_facilities,rental_property,river_view,rv_or_boat_parking,security,senior_community,shopping,single_story,solar_system,spa_or_hot_tub,swimming_pool,tennis,trails,two_or_more_stories,updated_kitchen,vaulted_ceiling,view,washer_dryer,water_view,waterfront,agent,mls,has_primary_photo,american_indian_and_alaska_native,asian,black_or_african-american,hispanic_or_latino,white,median_age,male_population,female_population,total_population,number_of_veterans,foreign-born,average_household_size,costoflivingindex2023,costoflivingindexgrocerycostsindex,costoflivingindexhousingcostsindex,costoflivingindexutilitycostsindex,cost_of_living_overall,cost_of_living_grocery,cost_of_living_utility,cost_of_living_housing,Region,Division
01-05-2024,,New Jersey,Trenton,08618,1876.0,0.0,150000.0,0.0,0.0,1442.0,1749.0,,other,0.0,0.0,4.0,multi_family,advantage_brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
07-25-2023,,New Jersey,Trenton,08609,1896.0,0.0,105000.0,1.0,0.0,1612.0,1641.0,1.0,townhouse,0.0,3.0,5.0,townhomes,advantage_brand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
09-25-2023,,New Jersey,Trenton,08611,1910.0,0.0,150000.0,1.0,0.0,1530.0,1269.0,1.0,townhouse,0.0,3.0,4.0,townhomes,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
10-13-2023,,New Jersey,Hamilton,08610,1930.0,0.0,275000.0,1.0,0.0,3001.0,1402.0,1.0,other,0.0,2.0,3.0,single_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
09-29-2023,10000.0,New Jersey,Trenton,08618,1907.0,0.0,200000.0,1.0,1.0,3877.0,1963.0,2.0,townhouse,0.0,3.0,5.0,townhomes,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
10-27-2023,,New Jersey,Lawrenceville,08648,1989.0,0.0,360000.0,2.0,0.0,,1605.0,2.0,condo,1.0,2.0,2.0,condos,advantage_brand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,,,,,,,,,,,,,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
10-11-2023,10000.0,New Jersey,Trenton,08618,1911.0,0.0,240000.0,0.0,0.0,6020.0,2156.0,,other,0.0,0.0,4.0,multi_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
11-10-2023,,New Jersey,Trenton,08611,1836.0,0.0,100000.0,1.0,0.0,1019.0,1240.0,1.0,townhouse,0.0,2.0,2.0,townhomes,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
08-25-2023,15500.0,New Jersey,Trenton,08638,1910.0,0.0,280000.0,1.0,1.0,2000.0,1280.0,2.0,other,1.0,2.0,3.0,single_family,essentials,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
10-12-2023,,New Jersey,Hamilton,08610,1958.0,0.0,465000.0,1.0,1.0,7701.0,1616.0,2.0,other,0.0,3.0,3.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
10-18-2023,,New Jersey,Trenton,08609,1886.0,0.0,210000.0,0.0,0.0,2484.0,2572.0,,other,0.0,0.0,4.0,multi_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
09-13-2023,,New Jersey,Trenton,08618,1914.0,0.0,140000.0,1.0,0.0,1412.0,1101.0,1.0,other,0.0,2.0,3.0,single_family,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
09-07-2023,,New Jersey,Hamilton,08619,2015.0,0.0,400000.0,2.0,1.0,,1746.0,3.0,condo,1.0,2.0,3.0,condos,essentials,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
08-16-2023,,New Jersey,Robbinsville,08691,2002.0,0.0,685000.0,2.0,1.0,0.0,2116.0,3.0,townhouse,1.0,2.0,3.0,townhomes,advantage_brand,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,,,,,,,,,,,,,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
10-18-2023,,New Jersey,Trenton,08618,1887.0,0.0,200000.0,1.0,1.0,2614.0,1222.0,2.0,other,0.0,0.0,3.0,single_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
08-21-2023,,New Jersey,Trenton,08611,1900.0,0.0,359000.0,0.0,0.0,,2349.0,,other,2.0,0.0,6.0,multi_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
08-06-2023,,New Jersey,Trenton,08629,1925.0,0.0,295000.0,1.0,0.0,2461.0,1380.0,1.0,townhouse,0.0,3.0,4.0,townhomes,essentials,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
10-04-2023,,New Jersey,Trenton,08611,2005.0,0.0,400000.0,3.0,1.0,,,4.0,condo,2.0,3.0,4.0,condos,essentials,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
09-08-2023,,New Jersey,Trenton,08618,,0.0,297000.0,2.0,0.0,,,2.0,other,0.0,2.0,5.0,multi_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
11-14-2023,,New Jersey,Trenton,08629,1896.0,0.0,250000.0,2.0,0.0,4199.0,1904.0,2.0,other,2.0,3.0,4.0,single_family,advantage_brand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
04-17-2023,,New Jersey,Trenton,08618,1892.0,0.0,221000.0,0.0,0.0,2601.0,2745.0,,other,0.0,0.0,4.0,multi_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
10-16-2023,,New Jersey,Trenton,08611,1910.0,0.0,220000.0,2.0,0.0,1612.0,1358.0,2.0,townhouse,0.0,3.0,4.0,townhomes,basic_opt_in,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
11-27-2023,,New Jersey,Trenton,08611,1897.0,0.0,153000.0,1.0,0.0,2178.0,1376.0,1.0,other,0.0,3.0,3.0,single_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
11-14-2023,5000.0,New Jersey,Trenton,08638,1891.0,0.0,120000.0,1.0,1.0,1455.0,1320.0,2.0,townhouse,0.0,2.0,3.0,townhomes,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
11-21-2023,,New Jersey,Trenton,08618,1887.0,0.0,147000.0,1.0,0.0,1250.0,1128.0,1.0,townhouse,0.0,3.0,2.0,townhomes,basic_opt_in,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
06-23-2023,5100.0,New Jersey,Trenton,08638,2001.0,0.0,200000.0,1.0,0.0,2100.0,1296.0,1.0,townhouse,0.0,2.0,3.0,townhomes,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
11-03-2023,,New Jersey,Hamilton,08620,1961.0,0.0,345000.0,1.0,1.0,5998.0,1064.0,2.0,other,1.0,2.0,2.0,single_family,advantage_brand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
10-16-2023,,New Jersey,Trenton,08609,1925.0,0.0,106000.0,1.0,0.0,1925.0,840.0,1.0,townhouse,0.0,2.0,3.0,townhomes,essentials,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
10-08-2023,,New Jersey,Robbinsville,08691,2004.0,0.0,762000.0,2.0,1.0,3615.0,2608.0,3.0,townhouse,1.0,2.0,5.0,townhomes,advantage_brand,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
05-07-2022,15000.0,New Jersey,Trenton,08618,1932.0,0.0,275000.0,2.0,1.0,3920.0,1960.0,3.0,other,2.0,2.0,5.0,multi_family,essentials,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
09-08-2023,,New Jersey,Trenton,08618,,0.0,90000.0,0.0,0.0,4291.0,,0.0,other,0.0,0.0,0.0,land,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
08-15-2023,,New Jersey,Trenton,08618,1929.0,0.0,300000.0,1.0,1.0,3960.0,1496.0,2.0,other,0.0,2.0,3.0,single_family,advantage_brand,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
09-18-2023,9999.0,New Jersey,Hamilton,08620,1992.0,0.0,497000.0,2.0,0.0,12000.0,1680.0,2.0,other,1.0,2.0,5.0,single_family,basic_opt_in,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,,,,,,,,,,,,,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
09-22-2023,,New Jersey,Trenton,08629,1920.0,0.0,220000.0,1.0,0.0,2000.0,,1.0,townhouse,0.0,2.0,3.0,duplex_triplex,advantage_brand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
08-12-2023,20000.0,New Jersey,Trenton,08618,1945.0,0.0,245000.0,1.0,1.0,2750.0,1826.0,2.0,townhouse,0.0,2.0,3.0,townhomes,advantage_brand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
10-10-2023,,New Jersey,Trenton,08618,1900.0,0.0,150000.0,1.0,0.0,2033.0,1824.0,1.0,townhouse,0.0,3.0,5.0,townhomes,advantage_brand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
11-08-2023,,New Jersey,Trenton,08629,1915.0,0.0,180000.0,1.0,1.0,1310.0,1228.0,2.0,townhouse,0.0,3.0,4.0,townhomes,advantage_brand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,98.0,1437.0,43471.0,30613.0,37683.0,33.3,42581.0,41650.0,84231.0,2604.0,20428.0,3.04,114.1,103.9,136.8,107.2,Average,Average,Average,High,Northeast,Middle Atlantic
