list_date,price_reduced_amount,state,city,postal_code,year_built,baths_3qtr,sold_price,baths_full,baths_half,lot_sqft,sqft,baths,sub_type,garage,stories,beds,type,brand_name,basement,big_bathroom,big_lot,big_yard,carport,cathedral_ceiling,central_air,city_view,clubhouse,community_clubhouse,community_golf,community_gym,community_outdoor_space,community_park,community_security_features,community_spa_or_hot_tub,community_swimming_pool,community_tennis_court,corner_lot,cul_de_sac,den_or_office,dining_room,disability_features,dishwasher,elevator,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,fixer_upper,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,gated_community,golf_course,gourmet_kitchen,granite_kitchen,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,hoa,investment_opportunity,lake,large_kitchen,laundry_room,library,maintenance,master_bedroom,master_suite,medicalcare,modern_kitchen,mountain_view,new_roof,no_hoa,open_floor_plan,open_kitchen,park,pets_allowed,playground,private_backyard,ranch,recreation_facilities,rental_property,river_view,rv_or_boat_parking,security,senior_community,shopping,single_story,solar_system,spa_or_hot_tub,swimming_pool,tennis,trails,two_or_more_stories,updated_kitchen,vaulted_ceiling,view,washer_dryer,water_view,waterfront,agent,mls,has_primary_photo,american_indian_and_alaska_native,asian,black_or_african-american,hispanic_or_latino,white,median_age,male_population,female_population,total_population,number_of_veterans,foreign-born,average_household_size,costoflivingindex2023,costoflivingindexgrocerycostsindex,costoflivingindexhousingcostsindex,costoflivingindexutilitycostsindex,cost_of_living_overall,cost_of_living_grocery,cost_of_living_utility,cost_of_living_housing,Region,Division,Mean,Median,Stdev
11-30-2023,,Florida,Tallahassee,32309,1988.0,0.0,520000.0,2.0,0.0,23958.0,2584.0,2.0,other,2.0,1.0,4.0,single_family,essentials,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,111116.0,300000.0,51124.0
08-31-2023,16500.0,Florida,Tallahassee,32305,1963.0,0.0,68000.0,2.0,0.0,55757.0,1116.0,2.0,other,0.0,1.0,2.0,single_family,essentials,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,36909.0,38583.0,25741.0
12-12-2023,,Florida,Tallahassee,32304,1984.0,0.0,145000.0,2.0,0.0,3485.0,928.0,2.0,townhouse,0.0,2.0,2.0,townhomes,basic_opt_in,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,24438.5,15801.5,33405.5
12-07-2023,,Florida,Tallahassee,32311,2001.0,0.0,350000.0,2.0,0.0,4792.0,1648.0,2.0,townhouse,2.0,1.0,3.0,townhomes,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,43979.0,38546.0,31642.0
11-30-2023,10000.0,Florida,Tallahassee,32309,1977.0,0.0,169500.0,2.0,0.0,19166.0,1512.0,2.0,other,2.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,111116.0,300000.0,51124.0
07-06-2023,10000.0,Florida,Tallahassee,32317,2001.0,0.0,297000.0,2.0,0.0,6970.0,1411.0,2.0,other,2.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,97317.0,300000.0,60717.0
10-26-2023,25100.0,Florida,Tallahassee,32309,1999.0,0.0,570000.0,2.0,1.0,96268.0,2667.0,3.0,other,2.0,1.0,3.0,single_family,essentials,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,111116.0,300000.0,51124.0
12-08-2023,,Florida,Tallahassee,32303,2019.0,0.0,460000.0,2.0,1.0,3485.0,1768.0,3.0,other,2.0,2.0,3.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,55488.2,90642.2,45003.0
11-21-2023,,Florida,Tallahassee,32312,1998.0,0.0,312000.0,2.0,0.0,6098.0,1624.0,2.0,other,2.0,1.0,3.0,single_family,essentials,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,109122.25,193796.0,65887.5
11-26-2023,,Florida,Tallahassee,32309,1995.0,0.0,425000.0,2.0,0.0,6098.0,1893.0,2.0,other,2.0,1.0,4.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,111116.0,300000.0,51124.0
12-12-2023,,Florida,Tallahassee,32309,1991.0,0.0,244500.0,2.0,0.0,1307.0,1174.0,2.0,townhouse,0.0,1.0,2.0,townhomes,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,111116.0,300000.0,51124.0
12-06-2023,,Florida,Tallahassee,32311,2006.0,0.0,299000.0,2.0,0.0,6970.0,1706.0,2.0,other,2.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,43979.0,38546.0,31642.0
06-08-2023,1000.0,Florida,Tallahassee,32310,1960.0,0.0,59000.0,2.0,0.0,5227.0,1088.0,2.0,other,0.0,1.0,4.0,single_family,basic_opt_in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,42041.0,30834.75,39873.25
12-07-2023,,Florida,Tallahassee,32310,1958.0,0.0,79000.0,1.0,0.0,7841.0,850.0,1.0,other,0.0,1.0,3.0,single_family,basic_opt_in,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,42041.0,30834.75,39873.25
10-16-2023,,Florida,Tallahassee,32309,2004.0,0.0,660000.0,4.0,0.0,27443.0,3281.0,4.0,other,2.0,1.0,4.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,111116.0,300000.0,51124.0
11-27-2023,,Florida,Tallahassee,32311,2007.0,0.0,570000.0,3.0,1.0,9148.0,2966.0,4.0,other,2.0,2.0,5.0,single_family,essentials,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,43979.0,38546.0,31642.0
11-15-2023,8000.0,Florida,Tallahassee,32312,,0.0,60000.0,0.0,0.0,69696.0,,0.0,other,0.0,0.0,0.0,land,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,109122.25,193796.0,65887.5
01-11-2024,,Florida,Tallahassee,32305,,0.0,55000.0,0.0,0.0,221285.0,,0.0,other,0.0,0.0,0.0,land,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,36909.0,38583.0,25741.0
12-07-2023,,Florida,Tallahassee,32303,1976.0,0.0,228000.0,2.0,0.0,10890.0,1250.0,2.0,other,0.0,2.0,3.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,55488.2,90642.2,45003.0
11-07-2023,1000.0,Florida,Tallahassee,32303,2004.0,0.0,151000.0,3.0,0.0,871.0,1209.0,3.0,condo,0.0,2.0,3.0,condos,basic_opt_in,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,55488.2,90642.2,45003.0
11-24-2023,,Florida,Tallahassee,32312,1981.0,0.0,430000.0,3.0,0.0,35284.0,2440.0,3.0,other,2.0,2.0,4.0,single_family,basic_opt_in,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,109122.25,193796.0,65887.5
09-12-2023,9900.0,Florida,Tallahassee,32304,1999.0,0.0,172000.0,2.0,0.0,12632.0,1137.0,2.0,other,0.0,1.0,3.0,single_family,essentials,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,24438.5,15801.5,33405.5
09-08-2023,,Florida,Tallahassee,32301,1966.0,0.0,295000.0,2.0,0.0,12197.0,1452.0,2.0,other,0.0,1.0,3.0,single_family,essentials,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,52231.0,44972.5,34521.5
09-15-2023,15000.0,Florida,Tallahassee,32303,1971.0,0.0,185000.0,2.0,1.0,10019.0,1512.0,3.0,other,0.0,1.0,4.0,single_family,basic_opt_in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,55488.2,90642.2,45003.0
11-24-2023,,Florida,Tallahassee,32308,1994.0,0.0,282000.0,2.0,0.0,11326.0,1553.0,2.0,other,2.0,1.0,3.0,single_family,basic_opt_in,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,78082.0,141118.0,66644.66666666667
10-27-2023,,Florida,Tallahassee,32311,2005.0,0.0,472500.0,2.0,1.0,8276.0,2045.0,3.0,other,2.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,43979.0,38546.0,31642.0
11-18-2023,,Florida,Tallahassee,32304,1967.0,0.0,68000.0,1.0,0.0,871.0,710.0,1.0,condo,0.0,0.0,1.0,condos,basic_opt_in,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,24438.5,15801.5,33405.5
12-03-2023,,Florida,Tallahassee,32312,2020.0,0.0,810000.0,2.0,1.0,23087.0,2670.0,3.0,other,3.0,1.0,4.0,single_family,basic_opt_in,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,109122.25,193796.0,65887.5
11-28-2023,,Florida,Tallahassee,32301,1988.0,0.0,194900.0,2.0,0.0,7841.0,960.0,2.0,townhouse,0.0,2.0,2.0,townhomes,basic_opt_in,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,52231.0,44972.5,34521.5
08-04-2023,25100.0,Florida,Tallahassee,32312,1977.0,0.0,278000.0,2.0,0.0,40946.0,1865.0,2.0,other,0.0,1.0,4.0,single_family,essentials,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,109122.25,193796.0,65887.5
07-27-2023,10000.0,Florida,Tallahassee,32305,1970.0,0.0,236000.0,2.0,0.0,22651.0,2590.0,2.0,other,0.0,1.0,3.0,single_family,essentials,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,36909.0,38583.0,25741.0
11-02-2023,10000.0,Florida,Tallahassee,32317,2002.0,0.0,415000.0,2.0,0.0,10890.0,2123.0,2.0,other,2.0,1.0,4.0,single_family,essentials,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,97317.0,300000.0,60717.0
11-17-2023,,Florida,Tallahassee,32311,2019.0,0.0,112000.0,2.0,0.0,44867.0,1155.0,2.0,other,0.0,2.0,3.0,mobile,essentials,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,43979.0,38546.0,31642.0
11-28-2023,,Florida,Tallahassee,32311,2016.0,0.0,559900.0,3.0,0.0,28750.0,2142.0,3.0,other,2.0,1.0,4.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,43979.0,38546.0,31642.0
11-14-2023,14100.0,Florida,Tallahassee,32303,1991.0,0.0,234900.0,2.0,0.0,6970.0,1248.0,2.0,other,2.0,1.0,3.0,single_family,basic_opt_in,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1368.0,10035.0,69135.0,13538.0,112800.0,26.2,89390.0,100504.0,189894.0,9575.0,16720.0,2.38,102.3,100.1,110.5,96.7,Average,Average,Low,Average,South,South Atlantic,55488.2,90642.2,45003.0
