list_date,price_reduced_amount,state,city,postal_code,year_built,baths_3qtr,sold_price,baths_full,baths_half,lot_sqft,sqft,baths,sub_type,garage,stories,beds,type,brand_name,basement,big_bathroom,big_lot,big_yard,carport,cathedral_ceiling,central_air,city_view,clubhouse,community_clubhouse,community_golf,community_gym,community_outdoor_space,community_park,community_security_features,community_spa_or_hot_tub,community_swimming_pool,community_tennis_court,corner_lot,cul_de_sac,den_or_office,dining_room,disability_features,dishwasher,elevator,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,fixer_upper,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,gated_community,golf_course,gourmet_kitchen,granite_kitchen,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,hoa,investment_opportunity,lake,large_kitchen,laundry_room,library,maintenance,master_bedroom,master_suite,medicalcare,modern_kitchen,mountain_view,new_roof,no_hoa,open_floor_plan,open_kitchen,park,pets_allowed,playground,private_backyard,ranch,recreation_facilities,rental_property,river_view,rv_or_boat_parking,security,senior_community,shopping,single_story,solar_system,spa_or_hot_tub,swimming_pool,tennis,trails,two_or_more_stories,updated_kitchen,vaulted_ceiling,view,washer_dryer,water_view,waterfront,agent,mls,has_primary_photo,american_indian_and_alaska_native,asian,black_or_african-american,hispanic_or_latino,white,median_age,male_population,female_population,total_population,number_of_veterans,foreign-born,average_household_size,costoflivingindex2023,costoflivingindexgrocerycostsindex,costoflivingindexhousingcostsindex,costoflivingindexutilitycostsindex,cost_of_living_overall,cost_of_living_grocery,cost_of_living_utility,cost_of_living_housing,Region,Division,Mean,Median,Stdev
12-19-2023,,Alabama,Montgomery,36117,1998.0,0.0,129900.0,2.0,0.0,11761.0,1478.0,2.0,other,2.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,91146.75,133493.75,55875.0
11-10-2023,3000.0,Alabama,Montgomery,36107,1945.0,0.0,88500.0,2.0,0.0,6534.0,1389.0,2.0,other,1.0,2.0,4.0,single_family,essentials,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,32307.0,33114.0,22159.0
12-19-2023,,Alabama,Montgomery,36109,1969.0,0.0,145000.0,2.0,0.0,17424.0,2058.0,2.0,other,0.0,1.0,3.0,single_family,essentials,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,54429.2,100300.4,37301.4
07-05-2023,9000.0,Alabama,Montgomery,36107,1955.0,0.0,65000.0,2.0,0.0,9712.0,1432.0,2.0,other,0.0,1.0,3.0,single_family,essentials,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,32307.0,33114.0,22159.0
10-29-2023,5000.0,Alabama,Montgomery,36106,1984.0,0.0,169000.0,2.0,0.0,10890.0,1804.0,2.0,other,0.0,1.0,3.0,single_family,basic_opt_in,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,51585.0,39275.0,43379.0
12-08-2023,,Alabama,Montgomery,36117,1999.0,0.0,180000.0,2.0,0.0,12632.0,1476.0,2.0,other,0.0,1.0,3.0,single_family,basic_opt_in,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,91146.75,133493.75,55875.0
11-27-2023,5001.0,Alabama,Montgomery,36117,2001.0,0.0,260000.0,2.0,0.0,12632.0,1888.0,2.0,other,0.0,1.0,4.0,single_family,essentials,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,91146.75,133493.75,55875.0
02-24-2023,,Alabama,Montgomery,36116,1962.0,0.0,60000.0,2.0,0.0,13068.0,1722.0,2.0,other,0.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,68415.5,177388.5,36410.5
11-30-2023,,Alabama,Montgomery,36109,1965.0,0.0,159000.0,2.0,0.0,11326.0,1635.0,2.0,other,2.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,54429.2,100300.4,37301.4
09-01-2023,,Alabama,Montgomery,36108,1974.0,0.0,424900.0,2.0,1.0,740520.0,3339.0,3.0,other,0.0,2.0,3.0,single_family,basic_opt_in,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,34417.166666666664,22774.0,35790.333333333336
09-02-2022,,Alabama,Montgomery,36105,,0.0,370000.0,0.0,0.0,3397680.0,,0.0,other,0.0,0.0,0.0,land,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,33530.0,29294.0,19200.0
12-08-2023,,Alabama,Montgomery,36117,1969.0,0.0,140000.0,2.0,0.0,14375.0,1576.0,2.0,other,0.0,1.0,3.0,single_family,basic_opt_in,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,91146.75,133493.75,55875.0
12-13-2023,,Alabama,Montgomery,36109,1954.0,0.0,149900.0,1.0,0.0,13504.0,1736.0,1.0,other,0.0,1.0,3.0,single_family,essentials,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,54429.2,100300.4,37301.4
12-14-2023,,Alabama,Montgomery,36104,1966.0,0.0,45000.0,1.0,0.0,4356.0,1434.0,1.0,other,0.0,1.0,2.0,single_family,basic_opt_in,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,53676.48958333333,96335.15625,37761.979166666664
08-28-2023,10000.0,Alabama,Montgomery,36117,2006.0,0.0,310000.0,2.0,0.0,13068.0,2134.0,2.0,other,2.0,1.0,4.0,single_family,basic_opt_in,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,91146.75,133493.75,55875.0
10-25-2023,,Alabama,Montgomery,36111,1986.0,0.0,147000.0,2.0,0.0,6970.0,1650.0,2.0,other,0.0,1.0,3.0,single_family,basic_opt_in,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,49006.5,35342.0,47396.0
07-25-2023,,Alabama,Montgomery,36116,1968.0,0.0,195000.0,2.0,0.0,16553.0,2264.0,2.0,other,2.0,1.0,5.0,single_family,essentials,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,68415.5,177388.5,36410.5
11-09-2023,,Alabama,Montgomery,36116,1968.0,0.0,136000.0,2.0,0.0,16988.0,1752.0,2.0,other,2.0,1.0,3.0,single_family,basic_opt_in,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,68415.5,177388.5,36410.5
01-10-2024,,Alabama,Montgomery,36111,1958.0,0.0,31500.0,1.0,0.0,11326.0,961.0,1.0,other,0.0,1.0,3.0,single_family,essentials,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,49006.5,35342.0,47396.0
11-07-2023,5000.0,Alabama,Montgomery,36109,1967.0,0.0,178000.0,2.0,0.0,12632.0,1892.0,2.0,other,0.0,1.0,4.0,single_family,essentials,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,54429.2,100300.4,37301.4
12-05-2023,,Alabama,Montgomery,36109,1975.0,0.0,172500.0,2.0,0.0,11326.0,1699.0,2.0,other,0.0,1.0,4.0,single_family,essentials,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,54429.2,100300.4,37301.4
10-24-2023,,Alabama,Montgomery,36116,1962.0,0.0,150000.0,2.0,0.0,67954.0,1833.0,2.0,other,2.0,1.0,3.0,single_family,essentials,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,68415.5,177388.5,36410.5
09-08-2023,20000.0,Alabama,Montgomery,36116,1945.0,0.0,170000.0,2.0,1.0,313632.0,3092.0,3.0,other,0.0,1.0,3.0,single_family,essentials,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,68415.5,177388.5,36410.5
11-06-2023,,Alabama,Montgomery,36109,1957.0,0.0,125000.0,1.0,0.0,12632.0,1380.0,1.0,other,0.0,1.0,3.0,single_family,basic_opt_in,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,54429.2,100300.4,37301.4
11-09-2023,,Alabama,Montgomery,36117,1984.0,0.0,162000.0,2.0,0.0,6098.0,1539.0,2.0,other,0.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,91146.75,133493.75,55875.0
11-09-2023,,Alabama,Montgomery,36107,1950.0,0.0,111200.0,2.0,0.0,8276.0,1178.0,2.0,other,0.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,32307.0,33114.0,22159.0
11-05-2023,,Alabama,Montgomery,36107,1948.0,0.0,63000.0,1.0,0.0,7405.0,1290.0,1.0,other,1.0,1.0,3.0,single_family,basic_opt_in,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,32307.0,33114.0,22159.0
10-23-2023,,Alabama,Montgomery,36111,1964.0,0.0,106000.0,2.0,0.0,16553.0,2349.0,2.0,other,0.0,1.0,4.0,single_family,basic_opt_in,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,49006.5,35342.0,47396.0
10-17-2023,,Alabama,Montgomery,36117,2001.0,0.0,245000.0,2.0,0.0,6534.0,1742.0,2.0,other,2.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,91146.75,133493.75,55875.0
08-08-2023,15500.0,Alabama,Montgomery,36117,1989.0,0.0,310000.0,3.0,0.0,22651.0,3137.0,3.0,other,0.0,1.0,4.0,single_family,essentials,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,91146.75,133493.75,55875.0
09-21-2023,7900.0,Alabama,Montgomery,36109,1950.0,0.0,100000.0,1.0,0.0,15682.0,1471.0,1.0,other,0.0,1.0,3.0,single_family,essentials,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,54429.2,100300.4,37301.4
12-04-2023,,Alabama,Montgomery,36117,1971.0,0.0,95900.0,1.0,1.0,10664.0,1200.0,2.0,other,0.0,1.0,3.0,single_family,basic_opt_in,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,91146.75,133493.75,55875.0
09-21-2023,,Alabama,Montgomery,36111,1940.0,0.0,375000.0,3.0,1.0,30056.0,4483.0,4.0,other,2.0,2.0,4.0,single_family,essentials,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,49006.5,35342.0,47396.0
12-02-2023,,Alabama,Montgomery,36117,2004.0,0.0,320000.0,2.0,0.0,9583.0,2488.0,2.0,other,2.0,1.0,3.0,single_family,essentials,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,91146.75,133493.75,55875.0
10-05-2023,100.0,Alabama,Montgomery,36116,1971.0,0.0,120000.0,2.0,0.0,10019.0,1747.0,2.0,other,0.0,1.0,3.0,single_family,basic_opt_in,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1277.0,6518.0,121360.0,6648.0,73545.0,35.4,94582.0,106004.0,200586.0,14955.0,9337.0,2.41,88.8,96.4,70.4,103.6,Low,Low,Average,Low,South,East South Central,68415.5,177388.5,36410.5
